ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
13678,ΚΟΝΤΟΧΕΡΙ,"Κλάση Γ",35,53,0.66,3,03/2025
13678,ΚΟΝΤΟΧΕΡΙ,"Κλάση Δ",90,62,1.46,2,03/2025
13678,ΛΑΘΕΑ,"Κλάση A",433,14070,0.03,507,03/2025
13678,ΛΑΘΕΑ,"Κλάση Β","11,579",38232,0.30,1398,03/2025
13678,ΛΑΘΕΑ,"Κλάση Γ","9,647",14951,0.65,643,03/2025
13678,ΛΑΘΕΑ,"Κλάση Δ","2,045",1103,1.85,50,03/2025
13678,ΛΑΘΕΑ,"Κλάση Ε","1,408",69,20.41,3,03/2025
13678,ΛΟΥΤΡΟ,"Κλάση A",25,949,0.03,34,03/2025
13678,ΛΟΥΤΡΟ,"Κλάση Β",453,1601,0.28,61,03/2025
13678,ΛΟΥΤΡΟ,"Κλάση Γ",503,726,0.69,33,03/2025
13678,ΛΟΥΤΡΟ,"Κλάση Δ","1,011",478,2.12,19,03/2025
13678,ΛΟΥΤΡΟ,"Κλάση Ε","1,548",62,24.97,2,03/2025
13678,ΛΥΚΟΤΡΥΠΑ,"Κλάση A",2,49,0.05,2,03/2025
13678,ΛΥΚΟΤΡΥΠΑ,"Κλάση Β",37,137,0.27,5,03/2025
13678,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Γ",38,62,0.62,2,03/2025
13678,ΜΠΟΣΚΙΖΑ,"Κλάση A",3,91,0.03,3,03/2025
13678,ΜΠΟΣΚΙΖΑ,"Κλάση Β",22,95,0.24,4,03/2025
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A",36,1282,0.03,44,03/2025
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β",636,2065,0.31,73,03/2025
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Γ",323,540,0.60,25,03/2025
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Δ",126,81,1.56,3,03/2025
13678,ΧΑΜΟΜΗΛΟ,"Κλάση A",5,138,0.04,5,03/2025
13678,ΧΑΜΟΜΗΛΟ,"Κλάση Β",44,203,0.22,8,03/2025
13678,ΧΑΜΟΜΗΛΟ,"Κλάση Γ",43,62,0.69,3,03/2025
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση A",120,6717,0.02,298,03/2025
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Β","3,464",12123,0.29,455,03/2025
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Γ","2,750",4206,0.65,197,03/2025
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Δ","1,061",657,1.61,35,03/2025
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Ε",316,35,9.03,2,03/2025
13679,ΑΓΡΙΛΕΖΑ,"Κλάση Β",119,339,0.35,11,03/2025
13679,ΑΓΡΙΛΕΖΑ,"Κλάση Γ",207,312,0.66,11,03/2025
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση A",7,345,0.02,13,03/2025
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Β",204,790,0.26,28,03/2025
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Γ",102,136,0.75,9,03/2025
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Δ",180,124,1.45,5,03/2025
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Ε","20,316",124,163.84,4,03/2025
13679,ΑΧΑΡΝΕΣ,"Κλάση Γ",44,61,0.73,2,03/2025
13679,ΕΙΡΗΝΗ,"Κλάση A",1,93,0.01,3,03/2025
13679,ΕΙΡΗΝΗ,"Κλάση Β",171,573,0.30,20,03/2025
13679,ΕΙΡΗΝΗ,"Κλάση Γ",236,380,0.62,15,03/2025
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση A",34,1294,0.03,47,03/2025
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Β","1,436",4715,0.30,162,03/2025
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Γ","1,546",2373,0.65,95,03/2025
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Δ",142,108,1.31,8,03/2025
13679,ΜΕΣΟΝΥΧΙ,"Κλάση A",1,87,0.01,6,03/2025
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Β",3,8,0.41,3,03/2025
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Γ",49,88,0.56,3,03/2025
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Δ",170,60,2.84,2,03/2025
13679,ΜΠΟΣΚΙΖΑ,"Κλάση A",118,4052,0.03,145,03/2025
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Β","3,841",12817,0.30,461,03/2025
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Γ","3,078",4815,0.64,220,03/2025
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Δ",361,295,1.23,14,03/2025
13679,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A",0,62,0.01,2,03/2025
13679,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β",48,186,0.26,6,03/2025
13679,ΠΑΝΟΡΑΜΑ,"Κλάση A",68,2846,0.02,97,03/2025
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Β","2,278",7442,0.31,259,03/2025
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Γ","2,363",3549,0.67,143,03/2025
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Δ",557,330,1.69,17,03/2025
14121,ΗΡΑΚΛΕΙΟ,"Κλάση A","2,586",76491,0.03,2470,03/2025
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Β","58,413",212442,0.27,6853,03/2025
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Γ","23,529",37634,0.63,1214,03/2025
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Δ","3,306",2046,1.62,66,03/2025
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Ε",633,93,6.81,3,03/2025
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση A",631,19376,0.03,626,03/2025
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Β","14,329",53598,0.27,1729,03/2025
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Γ","4,925",7843,0.63,253,03/2025
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Δ","1,339",775,1.73,25,03/2025
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Ε",646,62,10.42,2,03/2025
14121,"Π. ΗΡΑΚΛΕΙΟ","Κλάση A",31,620,0.05,20,03/2025
14121,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Β",467,1643,0.28,53,03/2025
14121,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Γ",264,434,0.61,14,03/2025
14121,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Δ",94,62,1.51,2,03/2025
14122,ΑΓ.ΤΡΙΑΔΑ,"Κλάση A",11,217,0.05,7,03/2025
14122,ΑΓ.ΤΡΙΑΔΑ,"Κλάση Β",62,279,0.22,9,03/2025
14122,ΑΓ.ΤΡΙΑΔΑ,"Κλάση Γ",51,93,0.55,3,03/2025
14122,ΗΡΑΚΛΕΙΟ,"Κλάση A","3,088",92319,0.03,2982,03/2025
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Β","67,727",249942,0.27,8064,03/2025
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Γ","24,379",38895,0.63,1256,03/2025
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Δ","5,871",3431,1.71,111,03/2025
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Ε","2,800",310,9.03,10,03/2025
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση A",178,5856,0.03,189,03/2025
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Β","3,257",12152,0.27,392,03/2025
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Γ","1,511",2328,0.65,76,03/2025
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Δ",525,279,1.88,9,03/2025
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση A",192,5797,0.03,187,03/2025
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Β","4,388",16244,0.27,524,03/2025
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Γ","1,746",2728,0.64,88,03/2025
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Δ",141,93,1.52,3,03/2025
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση A","1,053",38635,0.03,1801,03/2025
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Β","26,004",91245,0.28,3114,03/2025
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Γ","14,045",22443,0.63,799,03/2025
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Δ","3,654",2257,1.62,84,03/2025
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Ε","4,035",182,22.17,6,03/2025
14123,"ΛΥΚΟΒΡΥΣΗ ΠΕΥΚΗ","Κλάση A",7,310,0.02,13,03/2025
14123,"ΛΥΚΟΒΡΥΣΗ ΠΕΥΚΗ","Κλάση Β",148,465,0.32,15,03/2025
14123,"ΛΥΚΟΒΡΥΣΗ ΠΕΥΚΗ","Κλάση Γ",149,248,0.60,8,03/2025
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση A","2,940",107359,0.03,4087,03/2025
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β","51,224",194586,0.26,6277,03/2025
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ","17,709",28458,0.62,918,03/2025
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Δ","3,370",2103,1.60,68,03/2025
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Ε",346,62,5.58,2,03/2025
14231,ΠΕΡΙΣΣΟΣ,"Κλάση A",14,434,0.03,40,03/2025
14231,ΠΕΡΙΣΣΟΣ,"Κλάση Β",527,1674,0.32,54,03/2025
14231,ΠΕΡΙΣΣΟΣ,"Κλάση Γ",127,217,0.59,7,03/2025
14231,ΠΕΥΚΑΚΙΑ,"Κλάση A",43,1426,0.03,70,03/2025
14231,ΠΕΥΚΑΚΙΑ,"Κλάση Β",319,1488,0.21,48,03/2025
14231,ΠΕΥΚΑΚΙΑ,"Κλάση Γ",105,155,0.68,5,03/2025
14232,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",3,93,0.04,3,03/2025
14232,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β",105,403,0.26,13,03/2025
14232,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ",49,93,0.52,3,03/2025
14232,ΝΕΑΠΟΛΗ,"Κλάση A",34,1178,0.03,38,03/2025
14232,ΝΕΑΠΟΛΗ,"Κλάση Β",613,2170,0.28,70,03/2025
14232,ΝΕΑΠΟΛΗ,"Κλάση Γ",159,279,0.57,9,03/2025
14232,ΠΕΡΙΣΣΟΣ,"Κλάση A","1,816",59476,0.03,1919,03/2025
14232,ΠΕΡΙΣΣΟΣ,"Κλάση Β","36,791",135421,0.27,4369,03/2025
14232,ΠΕΡΙΣΣΟΣ,"Κλάση Γ","11,278",18352,0.61,592,03/2025
14232,ΠΕΡΙΣΣΟΣ,"Κλάση Δ",934,589,1.59,19,03/2025
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση A",29,1364,0.02,47,03/2025
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Β",465,1612,0.29,52,03/2025
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Γ",156,248,0.63,8,03/2025
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Δ",404,186,2.17,6,03/2025
14233,ΚΑΛΟΓΡΕΖΑ,"Κλάση A",0,62,0.00,2,03/2025
14233,ΚΑΛΟΓΡΕΖΑ,"Κλάση Β",14,62,0.22,2,03/2025
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",106,4371,0.02,141,03/2025
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β","2,121",8029,0.26,259,03/2025
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ",708,1116,0.63,36,03/2025
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση Δ",71,62,1.14,2,03/2025
14233,ΝΕΑΠΟΛΗ,"Κλάση A","1,060",33480,0.03,1080,03/2025
14233,ΝΕΑΠΟΛΗ,"Κλάση Β","24,860",88908,0.28,2868,03/2025
14233,ΝΕΑΠΟΛΗ,"Κλάση Γ","7,953",13051,0.61,421,03/2025
14233,ΝΕΑΠΟΛΗ,"Κλάση Δ",836,496,1.68,16,03/2025
14233,ΝΕΑΠΟΛΗ,"Κλάση Ε",600,62,9.68,2,03/2025
14233,ΠΕΡΙΣΣΟΣ,"Κλάση A",35,1240,0.03,40,03/2025
14233,ΠΕΡΙΣΣΟΣ,"Κλάση Β",828,3069,0.27,99,03/2025
14233,ΠΕΡΙΣΣΟΣ,"Κλάση Γ",257,434,0.59,14,03/2025
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση A",871,32746,0.03,1060,03/2025
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Β","18,011",67794,0.27,2188,03/2025
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Γ","5,512",9176,0.60,296,03/2025
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Δ",739,496,1.49,16,03/2025
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση A",915,28768,0.03,929,03/2025
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση Β","19,266",71455,0.27,2305,03/2025
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση Γ","6,945",11563,0.60,373,03/2025
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση Δ","1,279",744,1.72,24,03/2025
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση Ε",520,62,8.39,2,03/2025
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",451,19189,0.02,619,03/2025
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β","8,282",30938,0.27,998,03/2025
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ","4,801",7409,0.65,239,03/2025
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Δ","1,350",868,1.56,28,03/2025
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Ε",920,93,9.90,3,03/2025
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση A",720,22351,0.03,721,03/2025
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση Β","15,484",55986,0.28,1806,03/2025
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση Γ","5,418",8773,0.62,283,03/2025
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση Δ","1,333",775,1.72,25,03/2025
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση A",983,29206,0.03,943,03/2025
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση Β","17,068",62802,0.27,2026,03/2025
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση Γ","5,414",8866,0.61,286,03/2025
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση Δ",781,496,1.58,16,03/2025
14235,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",3,62,0.05,2,03/2025
14235,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β",61,155,0.39,5,03/2025
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση A","1,768",58010,0.03,1885,03/2025
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Β","27,969",106038,0.26,3423,03/2025
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Γ","9,631",15417,0.62,499,03/2025
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Δ","4,888",2432,2.01,81,03/2025
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Ε","2,246",216,10.40,8,03/2025
14342,"ΑΓ. ΜΑΡΙΝΑ","Κλάση A",108,3674,0.03,121,03/2025
14342,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Β","2,670",9745,0.27,315,03/2025
14342,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Γ",716,1196,0.60,39,03/2025
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση A",808,26027,0.03,844,03/2025
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Β","17,294",62958,0.27,2032,03/2025
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Γ","6,239",10123,0.62,327,03/2025
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Δ",894,527,1.70,17,03/2025
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Ε",920,124,7.42,4,03/2025
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση A",922,27732,0.03,903,03/2025
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Β","17,709",66841,0.26,2157,03/2025
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Γ","6,616",10638,0.62,344,03/2025
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Δ","1,272",806,1.58,26,03/2025
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Ε",894,124,7.21,4,03/2025
14342,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση A",550,17148,0.03,557,03/2025
14342,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Β","10,421",39553,0.26,1277,03/2025
14342,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Γ","3,347",5547,0.60,180,03/2025
14342,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Δ",724,465,1.56,15,03/2025
14343,"ΝΕΑ ΧΑΛΚΗΔΟΝΑ","Κλάση A","1,697",54840,0.03,1780,03/2025
14343,"ΝΕΑ ΧΑΛΚΗΔΟΝΑ","Κλάση Β","29,356",108141,0.27,3494,03/2025
14343,"ΝΕΑ ΧΑΛΚΗΔΟΝΑ","Κλάση Γ","10,869",17430,0.62,564,03/2025
14343,"ΝΕΑ ΧΑΛΚΗΔΟΝΑ","Κλάση Δ","2,069",1255,1.65,42,03/2025
14343,"ΝΕΑ ΧΑΛΚΗΔΟΝΑ","Κλάση Ε",695,111,6.26,4,03/2025
14451,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση A","1,420",45036,0.03,1475,03/2025
14451,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Β","38,692",135746,0.29,4381,03/2025
14451,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Γ","18,599",29647,0.63,960,03/2025
14451,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Δ","4,204",2585,1.63,85,03/2025
14451,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Ε","3,468",155,22.37,5,03/2025
14452,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση A","1,678",55006,0.03,2043,03/2025
14452,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Β","47,594",166559,0.29,5405,03/2025
14452,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Γ","23,656",37698,0.63,1231,03/2025
14452,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Δ","5,876",3538,1.66,118,03/2025
14452,ΜΕΤΑΜΟΡΦΩΣΗ,"Κλάση Ε","59,510",409,145.50,14,03/2025
14561,"ΑΓ. ΚΥΡΙΑΚΗ","Κλάση A",0,33,0.00,2,03/2025
14561,"ΑΓ. ΚΥΡΙΑΚΗ","Κλάση Β",69,235,0.29,10,03/2025
14561,"ΑΓ. ΚΥΡΙΑΚΗ","Κλάση Γ",151,245,0.62,11,03/2025
14561,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση A","1,129",36982,0.03,1401,03/2025
14561,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Β","27,196",95989,0.28,3545,03/2025
14561,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Γ","17,564",26927,0.65,1226,03/2025
14561,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Δ","6,029",4066,1.48,220,03/2025
14561,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Ε","4,715",276,17.08,12,03/2025
14561,ΚΗΦΙΣΙΑ,"Κλάση A",992,31479,0.03,1210,03/2025
14561,ΚΗΦΙΣΙΑ,"Κλάση Β","17,292",62349,0.28,2358,03/2025
14561,ΚΗΦΙΣΙΑ,"Κλάση Γ","12,995",19540,0.67,881,03/2025
14561,ΚΗΦΙΣΙΑ,"Κλάση Δ","7,071",4598,1.54,232,03/2025
14561,ΚΗΦΙΣΙΑ,"Κλάση Ε","2,509",193,13.00,9,03/2025
14561,"ΝΕΑ ΚΗΦΙΣΙΑ","Κλάση A",45,1421,0.03,58,03/2025
14561,"ΝΕΑ ΚΗΦΙΣΙΑ","Κλάση Β","1,541",5224,0.29,207,03/2025
14561,"ΝΕΑ ΚΗΦΙΣΙΑ","Κλάση Γ","1,549",2310,0.67,111,03/2025
14561,"ΝΕΑ ΚΗΦΙΣΙΑ","Κλάση Δ",514,345,1.49,23,03/2025
14562,ΑΛΩΝΙΑ,"Κλάση A",651,21375,0.03,816,03/2025
14562,ΑΛΩΝΙΑ,"Κλάση Β","8,913",32690,0.27,1238,03/2025
14562,ΑΛΩΝΙΑ,"Κλάση Γ","6,651",10164,0.65,424,03/2025
14562,ΑΛΩΝΙΑ,"Κλάση Δ","3,950",2411,1.64,109,03/2025
14562,ΑΛΩΝΙΑ,"Κλάση Ε","1,941",218,8.91,8,03/2025
14562,ΚΕΦΑΛΑΡΙ,"Κλάση A",556,20309,0.03,853,03/2025
14562,ΚΕΦΑΛΑΡΙ,"Κλάση Β","9,915",34770,0.29,1410,03/2025
14562,ΚΕΦΑΛΑΡΙ,"Κλάση Γ","10,863",15822,0.69,717,03/2025
14562,ΚΕΦΑΛΑΡΙ,"Κλάση Δ","13,410",7858,1.71,346,03/2025
14562,ΚΕΦΑΛΑΡΙ,"Κλάση Ε","2,319",315,7.36,16,03/2025
14562,ΚΗΦΙΣΙΑ,"Κλάση A",325,11541,0.03,427,03/2025
14562,ΚΗΦΙΣΙΑ,"Κλάση Β","3,592",13605,0.26,519,03/2025
14562,ΚΗΦΙΣΙΑ,"Κλάση Γ","2,764",4088,0.68,182,03/2025
14562,ΚΗΦΙΣΙΑ,"Κλάση Δ","3,275",1767,1.85,77,03/2025
14562,ΚΗΦΙΣΙΑ,"Κλάση Ε","2,887",285,10.13,11,03/2025
14562,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση A",162,5644,0.03,260,03/2025
14562,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση Β","4,530",15565,0.29,623,03/2025
14562,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση Γ","5,484",7972,0.69,344,03/2025
14562,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση Δ","3,282",2302,1.43,110,03/2025
14562,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση Ε",417,51,8.17,2,03/2025
14562,ΠΑΛΙΑΓΙΑΝΝΗ,"Κλάση A",88,3608,0.02,150,03/2025
14562,ΠΑΛΙΑΓΙΑΝΝΗ,"Κλάση Β","2,924",9690,0.30,380,03/2025
14562,ΠΑΛΙΑΓΙΑΝΝΗ,"Κλάση Γ","2,777",4155,0.67,176,03/2025
14562,ΠΑΛΙΑΓΙΑΝΝΗ,"Κλάση Δ","1,221",922,1.32,41,03/2025
14562,ΠΑΛΙΑΓΙΑΝΝΗ,"Κλάση Ε",440,43,10.22,2,03/2025
14563,ΚΗΦΙΣΙΑ,"Κλάση A",449,14422,0.03,569,03/2025
14563,ΚΗΦΙΣΙΑ,"Κλάση Β","7,107",25159,0.28,978,03/2025
14563,ΚΗΦΙΣΙΑ,"Κλάση Γ","5,755",8636,0.67,394,03/2025
14563,ΚΗΦΙΣΙΑ,"Κλάση Δ","4,946",2746,1.80,128,03/2025
14563,ΚΗΦΙΣΙΑ,"Κλάση Ε","1,239",153,8.10,7,03/2025
14563,"ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ","Κλάση A",22,527,0.04,25,03/2025
14563,"ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ","Κλάση Β",385,1388,0.28,53,03/2025
14563,"ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ","Κλάση Γ",313,501,0.63,21,03/2025
14563,"ΚΗΦΙΣΙΑ Ν. ΕΡΥΘΡΑΙΑ","Κλάση Δ",170,128,1.33,5,03/2025
14563,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση A",127,4539,0.03,197,03/2025
14563,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση Β","3,276",11286,0.29,438,03/2025
14563,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση Γ","2,463",3786,0.65,174,03/2025
14563,ΚΟΚΚΙΝΑΡΑΣ,"Κλάση Δ","1,792",1153,1.55,60,03/2025
14563,ΠΟΛΙΤΕΙΑ,"Κλάση A",1,124,0.01,5,03/2025
14563,ΠΟΛΙΤΕΙΑ,"Κλάση Β",78,310,0.25,11,03/2025
14563,ΠΟΛΙΤΕΙΑ,"Κλάση Γ",22,31,0.70,2,03/2025
14564,ΑΔΑΜΕΣ,"Κλάση A",307,12877,0.02,456,03/2025
14564,ΑΔΑΜΕΣ,"Κλάση Β","10,383",34141,0.30,1305,03/2025
14564,ΑΔΑΜΕΣ,"Κλάση Γ","9,520",14590,0.65,722,03/2025
14564,ΑΔΑΜΕΣ,"Κλάση Δ","2,328",1466,1.59,119,03/2025
14564,ΑΔΑΜΕΣ,"Κλάση Ε",563,74,7.60,5,03/2025
14564,ΚΑΛΥΦΤΑΚΗ,"Κλάση A",29,1924,0.02,68,03/2025
14564,ΚΑΛΥΦΤΑΚΗ,"Κλάση Β",449,1567,0.29,55,03/2025
14564,ΚΑΛΥΦΤΑΚΗ,"Κλάση Γ",568,808,0.70,36,03/2025
14564,ΚΑΛΥΦΤΑΚΗ,"Κλάση Δ","1,439",737,1.95,30,03/2025
14564,ΚΑΛΥΦΤΑΚΗ,"Κλάση Ε","1,994",220,9.06,9,03/2025
14564,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση A",65,2588,0.03,92,03/2025
14564,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Β",872,2999,0.29,121,03/2025
14564,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Γ",838,1223,0.69,66,03/2025
14564,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Δ","1,694",802,2.11,35,03/2025
14564,"ΚΑΤΩ ΚΗΦΙΣΙΑ","Κλάση Ε","7,638",278,27.48,11,03/2025
14564,ΚΗΦΙΣΙΑ,"Κλάση A",123,3971,0.03,165,03/2025
14564,ΚΗΦΙΣΙΑ,"Κλάση Β","2,615",9071,0.29,344,03/2025
14564,ΚΗΦΙΣΙΑ,"Κλάση Γ","2,052",3107,0.66,135,03/2025
14564,ΚΗΦΙΣΙΑ,"Κλάση Δ",941,622,1.51,33,03/2025
